,Name,Age,Wage,Skill Moves,Height(cm),Weight(kg),Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Medium,High,Low
8835,D. Dianessy,22,70000,3.0,182.88,73.0296,43.0,67.0,55.0,60.0,59.0,70.0,58.0,35.0,47.0,66.0,80.0,77.0,86.0,56.0,67.0,66.0,56.0,47.0,57.0,68.0,32.0,20.0,61.0,64.0,66.0,62.0,34.0,23.0,16.0,14.0,9.0,13.0,10.0,7.0,0,1,1
8836,R. McGree,19,105000,3.0,177.8,72.1224,53.0,63.0,48.0,66.0,40.0,70.0,65.0,55.0,64.0,69.0,76.0,76.0,76.0,62.0,75.0,64.0,58.0,74.0,63.0,58.0,68.0,60.0,66.0,64.0,44.0,68.0,57.0,57.0,52.0,12.0,9.0,5.0,8.0,13.0,1,0,0
8837,J. Goossens,29,105000,3.0,175.26,77.112,64.0,58.0,41.0,73.0,70.0,62.0,75.0,70.0,63.0,72.0,52.0,40.0,65.0,59.0,67.0,77.0,49.0,34.0,57.0,68.0,39.0,51.0,64.0,68.0,70.0,61.0,41.0,37.0,28.0,12.0,8.0,6.0,11.0,11.0,1,0,1
8838,G. Acosta,26,140000,3.0,165.1,63.9576,61.0,50.0,47.0,63.0,49.0,70.0,71.0,59.0,60.0,65.0,86.0,86.0,87.0,52.0,82.0,65.0,76.0,71.0,56.0,51.0,30.0,53.0,60.0,60.0,61.0,66.0,23.0,51.0,52.0,15.0,12.0,8.0,7.0,15.0,1,0,0
8839,M. Ihiekwe,25,280000,2.0,185.42,81.1944,38.0,28.0,68.0,51.0,33.0,47.0,31.0,29.0,44.0,59.0,66.0,74.0,68.0,53.0,53.0,39.0,71.0,73.0,76.0,26.0,60.0,64.0,25.0,39.0,45.0,49.0,64.0,65.0,64.0,7.0,15.0,6.0,15.0,8.0,1,1,0
8840,J. Wildsmith,22,175000,1.0,182.88,64.8648,20.0,13.0,20.0,25.0,19.0,17.0,13.0,18.0,21.0,26.0,40.0,44.0,36.0,49.0,67.0,26.0,58.0,33.0,76.0,14.0,20.0,20.0,12.0,29.0,28.0,47.0,14.0,21.0,16.0,69.0,65.0,67.0,66.0,69.0,1,0,0
8841,R. Burke,21,175000,2.0,187.96,81.1944,47.0,27.0,63.0,59.0,30.0,54.0,32.0,23.0,54.0,51.0,64.0,70.0,54.0,62.0,48.0,53.0,64.0,62.0,71.0,32.0,65.0,67.0,30.0,38.0,40.0,60.0,66.0,67.0,66.0,12.0,9.0,7.0,11.0,8.0,1,0,0
8842,N. Larsen,27,105000,1.0,190.5,83.0088,12.0,11.0,13.0,44.0,12.0,14.0,16.0,12.0,27.0,19.0,39.0,48.0,35.0,47.0,28.0,22.0,57.0,22.0,70.0,13.0,16.0,20.0,12.0,48.0,19.0,57.0,22.0,11.0,10.0,67.0,66.0,60.0,66.0,70.0,1,0,0
8843,A. Al Ghamdi,23,315000,3.0,175.26,69.8544,58.0,64.0,61.0,63.0,63.0,66.0,68.0,69.0,54.0,68.0,74.0,75.0,76.0,64.0,72.0,68.0,71.0,69.0,73.0,70.0,55.0,34.0,65.0,62.0,64.0,68.0,57.0,15.0,20.0,10.0,8.0,10.0,8.0,15.0,0,1,1
8844,Manu García,27,70000,1.0,193.04,87.9984,12.0,6.0,13.0,28.0,6.0,11.0,12.0,13.0,32.0,18.0,35.0,37.0,40.0,65.0,27.0,27.0,55.0,27.0,75.0,10.0,42.0,10.0,8.0,40.0,17.0,58.0,20.0,15.0,12.0,67.0,64.0,54.0,62.0,69.0,1,0,0
8845,J. Keita,19,105000,3.0,167.64000000000001,55.7928,52.0,64.0,41.0,54.0,54.0,72.0,57.0,49.0,48.0,66.0,91.0,86.0,90.0,60.0,91.0,60.0,54.0,59.0,33.0,57.0,46.0,29.0,55.0,54.0,60.0,65.0,32.0,31.0,34.0,14.0,12.0,15.0,9.0,8.0,1,1,0
8846,D. Adorni,25,35000,2.0,182.88,74.844,32.0,24.0,64.0,50.0,38.0,39.0,38.0,32.0,39.0,49.0,66.0,67.0,64.0,66.0,63.0,51.0,70.0,66.0,62.0,37.0,69.0,66.0,33.0,36.0,47.0,66.0,69.0,68.0,68.0,13.0,15.0,11.0,12.0,7.0,1,0,0
8847,C. Gutiérrez,21,70000,2.0,180.34,69.8544,65.0,37.0,62.0,65.0,37.0,64.0,50.0,51.0,64.0,62.0,72.0,76.0,70.0,65.0,75.0,57.0,70.0,75.0,72.0,56.0,46.0,62.0,63.0,56.0,47.0,61.0,59.0,65.0,63.0,14.0,6.0,7.0,13.0,12.0,1,1,0
8848,Ha Chang Rae,23,70000,2.0,187.96,83.0088,20.0,23.0,65.0,59.0,21.0,39.0,26.0,20.0,50.0,54.0,57.0,56.0,47.0,66.0,56.0,37.0,67.0,68.0,73.0,16.0,66.0,67.0,25.0,30.0,39.0,60.0,63.0,67.0,65.0,9.0,6.0,10.0,14.0,8.0,1,0,0
8849,S. Kiyine,20,140000,3.0,182.88,74.844,60.0,48.0,58.0,67.0,44.0,70.0,60.0,43.0,67.0,68.0,69.0,69.0,74.0,62.0,69.0,61.0,55.0,67.0,55.0,63.0,49.0,59.0,62.0,64.0,49.0,50.0,56.0,59.0,59.0,8.0,8.0,12.0,15.0,8.0,1,0,0
8850,E. Eze,21,175000,3.0,185.42,79.8336,45.0,66.0,65.0,52.0,56.0,64.0,50.0,33.0,47.0,63.0,74.0,76.0,66.0,59.0,55.0,72.0,70.0,56.0,73.0,55.0,71.0,14.0,66.0,64.0,60.0,55.0,37.0,15.0,11.0,13.0,13.0,13.0,8.0,14.0,1,1,0
8851,M. Ødegaard,25,70000,2.0,185.42,79.8336,53.0,19.0,61.0,57.0,24.0,49.0,33.0,24.0,53.0,51.0,64.0,54.0,61.0,59.0,59.0,53.0,76.0,65.0,77.0,22.0,58.0,70.0,30.0,43.0,19.0,59.0,68.0,67.0,63.0,10.0,8.0,11.0,9.0,9.0,1,0,0
8852,V. Ranković,25,35000,3.0,172.72,73.0296,65.0,33.0,45.0,62.0,42.0,70.0,44.0,34.0,51.0,66.0,79.0,75.0,77.0,57.0,82.0,49.0,73.0,74.0,49.0,44.0,66.0,62.0,51.0,52.0,41.0,55.0,59.0,64.0,69.0,12.0,14.0,14.0,10.0,14.0,1,1,0
8853,Pedro Chirivella,21,595000,3.0,177.8,66.2256,52.0,40.0,55.0,74.0,40.0,65.0,55.0,48.0,61.0,67.0,63.0,66.0,74.0,64.0,65.0,62.0,52.0,74.0,64.0,40.0,78.0,68.0,53.0,66.0,49.0,72.0,43.0,61.0,66.0,13.0,14.0,12.0,8.0,14.0,1,0,0
8854,A. Al Obaid,25,315000,2.0,170.18,63.9576,71.0,51.0,51.0,65.0,41.0,60.0,72.0,70.0,60.0,65.0,82.0,75.0,76.0,60.0,74.0,71.0,77.0,77.0,66.0,69.0,61.0,62.0,54.0,51.0,58.0,50.0,58.0,62.0,59.0,12.0,12.0,8.0,12.0,8.0,1,1,0
8855,B. Gimber,21,175000,2.0,185.42,83.0088,47.0,37.0,65.0,67.0,28.0,49.0,30.0,24.0,64.0,52.0,57.0,55.0,65.0,68.0,65.0,56.0,67.0,58.0,77.0,48.0,74.0,66.0,26.0,50.0,25.0,49.0,70.0,69.0,67.0,7.0,16.0,15.0,7.0,13.0,1,0,0
8856,Theo Ryuki,22,105000,3.0,177.8,73.0296,65.0,58.0,38.0,66.0,54.0,66.0,64.0,44.0,65.0,67.0,68.0,67.0,73.0,66.0,70.0,60.0,70.0,31.0,62.0,59.0,46.0,24.0,62.0,67.0,58.0,67.0,28.0,29.0,35.0,12.0,12.0,9.0,12.0,15.0,1,1,0
8857,Miranda,18,420000,2.0,185.42,76.2048,59.0,33.0,56.0,63.0,29.0,62.0,56.0,37.0,56.0,65.0,65.0,69.0,59.0,63.0,60.0,49.0,65.0,69.0,53.0,37.0,57.0,64.0,62.0,48.0,44.0,59.0,64.0,69.0,67.0,11.0,8.0,12.0,9.0,6.0,1,0,0
8858,B. Inman,26,70000,3.0,185.42,78.9264,59.0,65.0,40.0,64.0,49.0,65.0,51.0,58.0,62.0,66.0,79.0,81.0,75.0,65.0,73.0,55.0,53.0,66.0,64.0,53.0,19.0,36.0,59.0,50.0,57.0,47.0,44.0,47.0,41.0,15.0,9.0,10.0,7.0,13.0,1,0,1
8859,Aridai,29,105000,3.0,167.64000000000001,59.8752,56.0,61.0,58.0,63.0,58.0,70.0,46.0,51.0,47.0,65.0,81.0,71.0,93.0,69.0,95.0,72.0,75.0,63.0,58.0,64.0,50.0,25.0,73.0,54.0,57.0,61.0,30.0,13.0,18.0,11.0,9.0,9.0,12.0,8.0,1,0,0
8860,C. Lenz,23,245000,3.0,180.34,78.9264,68.0,35.0,47.0,65.0,31.0,63.0,64.0,60.0,47.0,64.0,67.0,73.0,69.0,62.0,72.0,52.0,69.0,74.0,64.0,38.0,50.0,63.0,38.0,39.0,35.0,57.0,64.0,65.0,63.0,13.0,11.0,11.0,10.0,9.0,1,0,0
8861,Sun Jie,26,105000,2.0,190.5,87.9984,44.0,27.0,64.0,59.0,29.0,67.0,58.0,60.0,65.0,53.0,58.0,43.0,50.0,54.0,58.0,55.0,70.0,70.0,86.0,59.0,75.0,56.0,26.0,33.0,67.0,60.0,65.0,65.0,63.0,13.0,16.0,14.0,14.0,14.0,1,1,0
8862,B. Rovira,21,35000,2.0,177.8,78.0192,61.0,58.0,69.0,70.0,31.0,56.0,54.0,67.0,67.0,64.0,64.0,60.0,63.0,58.0,70.0,63.0,86.0,78.0,72.0,69.0,55.0,66.0,47.0,62.0,60.0,60.0,61.0,62.0,64.0,14.0,14.0,14.0,11.0,8.0,1,0,0
8863,R. Pirrello,22,35000,2.0,190.5,76.2048,48.0,37.0,67.0,54.0,37.0,47.0,50.0,50.0,58.0,50.0,57.0,63.0,47.0,62.0,51.0,63.0,67.0,64.0,78.0,41.0,67.0,63.0,40.0,44.0,48.0,61.0,65.0,67.0,62.0,10.0,9.0,11.0,6.0,6.0,1,0,0
8864,G. Vlijter,21,70000,3.0,177.8,72.1224,65.0,62.0,49.0,65.0,59.0,67.0,55.0,42.0,60.0,65.0,84.0,86.0,78.0,55.0,71.0,66.0,51.0,63.0,66.0,55.0,49.0,33.0,60.0,58.0,47.0,59.0,28.0,29.0,26.0,10.0,10.0,13.0,7.0,12.0,0,1,1
8865,Álex Díez,22,70000,3.0,172.72,63.9576,71.0,30.0,53.0,63.0,31.0,67.0,64.0,68.0,36.0,64.0,70.0,72.0,64.0,63.0,69.0,40.0,60.0,73.0,46.0,32.0,62.0,61.0,62.0,48.0,45.0,55.0,60.0,62.0,64.0,7.0,9.0,9.0,13.0,8.0,1,1,0
8866,N. Dumitru,26,105000,2.0,182.88,77.112,58.0,63.0,58.0,63.0,63.0,62.0,50.0,39.0,50.0,65.0,80.0,89.0,73.0,66.0,57.0,63.0,73.0,69.0,67.0,58.0,49.0,30.0,68.0,60.0,53.0,62.0,48.0,34.0,26.0,13.0,8.0,6.0,15.0,10.0,1,0,1
8867,K. Al Ghamdi,30,350000,2.0,167.64000000000001,62.1432,61.0,27.0,59.0,61.0,25.0,62.0,55.0,34.0,60.0,64.0,85.0,82.0,82.0,65.0,73.0,28.0,64.0,71.0,66.0,25.0,68.0,62.0,61.0,58.0,34.0,65.0,58.0,60.0,62.0,16.0,9.0,16.0,14.0,9.0,1,1,0
8868,M. Boyle,25,70000,3.0,177.8,69.8544,55.0,62.0,56.0,61.0,49.0,65.0,44.0,30.0,49.0,66.0,93.0,93.0,71.0,60.0,56.0,62.0,73.0,64.0,60.0,58.0,36.0,13.0,61.0,58.0,70.0,52.0,39.0,35.0,37.0,14.0,10.0,13.0,15.0,7.0,1,1,0
8869,D. Saddiki,21,70000,2.0,177.8,77.112,56.0,50.0,58.0,68.0,46.0,61.0,50.0,55.0,66.0,62.0,55.0,67.0,55.0,64.0,66.0,61.0,64.0,71.0,62.0,60.0,65.0,66.0,47.0,60.0,46.0,64.0,64.0,66.0,62.0,11.0,6.0,9.0,10.0,14.0,1,1,0
8870,S. Franklin,33,70000,2.0,177.8,73.0296,63.0,50.0,61.0,65.0,38.0,63.0,61.0,62.0,55.0,59.0,72.0,72.0,67.0,63.0,71.0,71.0,73.0,69.0,69.0,55.0,70.0,64.0,61.0,55.0,53.0,63.0,67.0,64.0,63.0,9.0,15.0,15.0,12.0,16.0,1,0,0
8871,S. Ingelsson,20,210000,3.0,187.96,83.0088,60.0,50.0,39.0,74.0,52.0,68.0,58.0,40.0,68.0,74.0,66.0,67.0,66.0,60.0,44.0,60.0,34.0,50.0,71.0,58.0,58.0,52.0,62.0,62.0,48.0,64.0,63.0,56.0,52.0,12.0,9.0,10.0,11.0,11.0,1,0,0
8872,Josimar Feijoo,26,175000,2.0,172.72,71.2152,68.0,44.0,55.0,50.0,57.0,48.0,50.0,36.0,62.0,56.0,72.0,62.0,61.0,76.0,73.0,69.0,81.0,86.0,71.0,50.0,77.0,72.0,47.0,42.0,50.0,55.0,63.0,68.0,65.0,18.0,14.0,11.0,15.0,12.0,1,1,0
8873,S. Diaz,22,35000,2.0,175.26,78.0192,51.0,41.0,58.0,70.0,39.0,48.0,46.0,41.0,63.0,61.0,65.0,57.0,62.0,61.0,69.0,59.0,70.0,73.0,72.0,44.0,71.0,70.0,43.0,51.0,47.0,53.0,69.0,61.0,49.0,11.0,11.0,8.0,14.0,6.0,1,0,0
8874,Manu Vallejo,21,70000,3.0,167.64000000000001,62.1432,54.0,71.0,60.0,63.0,62.0,73.0,70.0,75.0,63.0,70.0,69.0,67.0,66.0,65.0,90.0,66.0,70.0,51.0,56.0,66.0,41.0,18.0,62.0,68.0,76.0,55.0,34.0,39.0,41.0,7.0,14.0,8.0,11.0,10.0,1,0,0
8875,Lee Sang Ho,31,105000,2.0,172.72,64.8648,63.0,64.0,48.0,67.0,59.0,64.0,56.0,67.0,64.0,60.0,81.0,86.0,86.0,65.0,88.0,67.0,83.0,90.0,62.0,66.0,67.0,64.0,60.0,66.0,65.0,65.0,57.0,41.0,41.0,15.0,11.0,6.0,15.0,7.0,1,1,0
8876,F. Kurto,27,35000,1.0,190.5,92.0808,12.0,13.0,11.0,26.0,12.0,14.0,11.0,12.0,24.0,25.0,59.0,61.0,52.0,65.0,43.0,18.0,51.0,42.0,67.0,13.0,38.0,20.0,13.0,24.0,15.0,53.0,12.0,11.0,11.0,68.0,62.0,59.0,64.0,68.0,1,0,0
8877,A. Witry,22,35000,2.0,177.8,76.2048,63.0,27.0,41.0,57.0,32.0,61.0,61.0,62.0,51.0,58.0,76.0,76.0,68.0,61.0,75.0,61.0,64.0,79.0,60.0,48.0,62.0,65.0,44.0,49.0,43.0,52.0,59.0,68.0,65.0,15.0,12.0,16.0,9.0,10.0,1,1,0
8878,L. Varney,35,105000,2.0,180.34,69.8544,65.0,64.0,74.0,55.0,54.0,60.0,53.0,42.0,52.0,62.0,70.0,62.0,76.0,66.0,72.0,68.0,90.0,53.0,70.0,66.0,64.0,33.0,64.0,57.0,61.0,60.0,32.0,44.0,35.0,16.0,9.0,8.0,14.0,13.0,1,1,0
8879,Valverde,33,70000,3.0,175.26,67.1328,66.0,60.0,32.0,63.0,54.0,67.0,62.0,50.0,60.0,65.0,79.0,81.0,66.0,61.0,60.0,61.0,64.0,62.0,39.0,60.0,53.0,24.0,63.0,50.0,50.0,58.0,18.0,25.0,15.0,9.0,7.0,7.0,13.0,5.0,1,0,0
8880,H. Taniguchi,33,70000,2.0,182.88,73.0296,54.0,62.0,64.0,67.0,65.0,62.0,55.0,60.0,64.0,69.0,55.0,54.0,68.0,56.0,61.0,64.0,74.0,57.0,70.0,55.0,70.0,61.0,58.0,65.0,54.0,60.0,63.0,65.0,63.0,12.0,8.0,11.0,14.0,6.0,1,0,0
8881,J. Blåbjerg,23,140000,2.0,180.34,74.844,62.0,41.0,62.0,60.0,24.0,58.0,30.0,21.0,54.0,61.0,72.0,70.0,66.0,65.0,67.0,48.0,74.0,73.0,69.0,33.0,42.0,65.0,49.0,33.0,38.0,66.0,68.0,69.0,67.0,13.0,12.0,9.0,15.0,13.0,1,0,0
8882,J. Emmanuel,20,70000,3.0,180.34,69.8544,63.0,30.0,62.0,64.0,29.0,65.0,47.0,28.0,60.0,63.0,77.0,80.0,71.0,58.0,69.0,52.0,65.0,78.0,79.0,33.0,68.0,62.0,53.0,59.0,32.0,60.0,60.0,64.0,63.0,14.0,14.0,7.0,12.0,11.0,1,1,0
8883,N. Gauna,26,70000,3.0,172.72,69.8544,71.0,65.0,45.0,66.0,49.0,72.0,62.0,66.0,52.0,67.0,71.0,67.0,66.0,55.0,74.0,58.0,35.0,65.0,54.0,48.0,31.0,37.0,57.0,58.0,49.0,53.0,56.0,28.0,17.0,9.0,6.0,8.0,9.0,11.0,1,1,0
8884,P. Kovář,32,35000,1.0,187.96,88.9056,20.0,12.0,9.0,25.0,12.0,14.0,26.0,13.0,23.0,22.0,32.0,35.0,38.0,66.0,36.0,31.0,58.0,22.0,49.0,15.0,41.0,29.0,13.0,40.0,32.0,42.0,14.0,11.0,14.0,66.0,59.0,69.0,61.0,72.0,1,0,0
8885,F. Holst,23,70000,2.0,175.26,71.2152,59.0,44.0,56.0,67.0,48.0,60.0,46.0,44.0,65.0,64.0,81.0,79.0,71.0,62.0,63.0,42.0,57.0,79.0,57.0,46.0,65.0,60.0,52.0,56.0,51.0,60.0,64.0,60.0,61.0,15.0,13.0,14.0,8.0,10.0,1,1,0
8886,B. Barker,21,105000,3.0,180.34,67.1328,61.0,60.0,38.0,59.0,41.0,66.0,55.0,44.0,52.0,65.0,92.0,91.0,75.0,59.0,74.0,62.0,58.0,65.0,59.0,51.0,44.0,24.0,60.0,58.0,58.0,55.0,29.0,29.0,31.0,11.0,6.0,8.0,9.0,7.0,1,1,0
8887,L. Trotter,29,105000,3.0,187.96,77.112,61.0,62.0,65.0,66.0,58.0,65.0,54.0,50.0,64.0,66.0,64.0,60.0,57.0,64.0,66.0,67.0,76.0,66.0,79.0,61.0,76.0,65.0,65.0,67.0,71.0,63.0,45.0,65.0,56.0,15.0,11.0,11.0,16.0,16.0,0,0,1
8888,F. Narsingh,30,105000,3.0,175.26,74.844,62.0,47.0,41.0,67.0,48.0,71.0,62.0,46.0,55.0,67.0,84.0,86.0,76.0,55.0,74.0,56.0,35.0,54.0,56.0,53.0,52.0,23.0,58.0,68.0,57.0,64.0,24.0,31.0,37.0,12.0,16.0,10.0,10.0,7.0,1,0,0
8889,D. Gustavsson,27,70000,3.0,177.8,73.0296,54.0,61.0,42.0,55.0,53.0,70.0,49.0,46.0,49.0,63.0,90.0,92.0,78.0,63.0,79.0,63.0,72.0,78.0,60.0,59.0,48.0,38.0,68.0,50.0,51.0,62.0,62.0,35.0,32.0,8.0,9.0,11.0,9.0,11.0,1,1,0
8890,C. Dajome,24,35000,3.0,172.72,68.9472,61.0,66.0,55.0,63.0,42.0,69.0,39.0,33.0,43.0,64.0,76.0,80.0,74.0,58.0,78.0,55.0,74.0,79.0,63.0,58.0,40.0,17.0,62.0,63.0,55.0,52.0,51.0,12.0,18.0,10.0,13.0,12.0,12.0,5.0,1,1,0
8891,M. Trapp,26,70000,2.0,190.5,87.0912,49.0,35.0,68.0,58.0,45.0,49.0,29.0,57.0,62.0,58.0,51.0,54.0,54.0,58.0,43.0,71.0,39.0,65.0,87.0,45.0,63.0,59.0,31.0,30.0,36.0,69.0,62.0,71.0,67.0,7.0,15.0,8.0,12.0,12.0,1,0,0
8892,A. Mintzel,36,70000,2.0,180.34,78.9264,70.0,49.0,54.0,65.0,52.0,63.0,65.0,60.0,65.0,68.0,56.0,61.0,62.0,63.0,69.0,68.0,57.0,73.0,73.0,53.0,61.0,66.0,60.0,64.0,51.0,68.0,58.0,66.0,65.0,16.0,10.0,15.0,14.0,6.0,0,1,0
8893,M. Piossek,28,35000,3.0,175.26,73.0296,60.0,61.0,52.0,64.0,57.0,65.0,46.0,41.0,59.0,64.0,69.0,72.0,74.0,64.0,75.0,71.0,72.0,82.0,65.0,65.0,66.0,56.0,64.0,64.0,49.0,63.0,46.0,45.0,49.0,14.0,15.0,7.0,6.0,12.0,0,1,0
8894,Borja Granero,28,70000,2.0,187.96,74.844,41.0,57.0,71.0,65.0,41.0,51.0,50.0,57.0,61.0,62.0,58.0,62.0,60.0,67.0,50.0,70.0,65.0,69.0,77.0,68.0,67.0,62.0,59.0,61.0,49.0,60.0,65.0,67.0,62.0,8.0,11.0,12.0,16.0,8.0,1,1,0
8895,Son Jeong Hyeon,26,70000,1.0,190.5,87.9984,20.0,14.0,20.0,38.0,20.0,14.0,19.0,17.0,44.0,25.0,45.0,45.0,38.0,59.0,46.0,20.0,57.0,25.0,73.0,20.0,24.0,19.0,18.0,17.0,25.0,63.0,26.0,20.0,18.0,69.0,64.0,64.0,64.0,67.0,1,0,0
8896,Kim Sung Ju,27,70000,3.0,177.8,72.1224,65.0,57.0,48.0,66.0,44.0,66.0,64.0,40.0,67.0,67.0,64.0,65.0,63.0,62.0,61.0,68.0,53.0,61.0,75.0,65.0,44.0,59.0,68.0,62.0,44.0,56.0,49.0,65.0,62.0,7.0,10.0,14.0,10.0,8.0,1,1,0
8897,C. Dieng,24,210000,3.0,180.34,66.2256,62.0,55.0,40.0,64.0,48.0,68.0,63.0,43.0,60.0,65.0,78.0,79.0,77.0,57.0,70.0,62.0,75.0,68.0,58.0,40.0,39.0,36.0,63.0,60.0,52.0,55.0,21.0,24.0,32.0,11.0,7.0,6.0,10.0,13.0,1,0,0
8898,L. Sinisterra,19,70000,3.0,177.8,69.8544,53.0,60.0,59.0,65.0,58.0,66.0,58.0,37.0,58.0,64.0,82.0,80.0,90.0,61.0,76.0,64.0,83.0,78.0,35.0,58.0,58.0,14.0,65.0,66.0,55.0,69.0,52.0,32.0,35.0,15.0,13.0,9.0,13.0,9.0,1,0,0
8899,M. Cabit,25,70000,2.0,180.34,74.844,62.0,35.0,62.0,64.0,25.0,62.0,50.0,31.0,59.0,60.0,72.0,75.0,62.0,61.0,64.0,40.0,73.0,72.0,63.0,40.0,50.0,63.0,50.0,50.0,40.0,59.0,64.0,66.0,64.0,8.0,6.0,7.0,6.0,5.0,1,0,0
8900,O. Wijndal,18,70000,3.0,175.26,64.8648,59.0,36.0,53.0,64.0,28.0,69.0,41.0,38.0,52.0,68.0,85.0,83.0,84.0,64.0,71.0,45.0,74.0,66.0,53.0,33.0,62.0,55.0,52.0,52.0,42.0,63.0,68.0,65.0,60.0,8.0,12.0,6.0,9.0,13.0,1,0,0
8901,N. Vujadinović,31,105000,2.0,190.5,83.916,51.0,21.0,73.0,56.0,14.0,36.0,33.0,52.0,52.0,56.0,49.0,51.0,37.0,59.0,38.0,32.0,68.0,67.0,77.0,33.0,66.0,68.0,51.0,40.0,61.0,61.0,58.0,64.0,64.0,14.0,13.0,13.0,13.0,12.0,1,0,0
8902,M. Delač,25,105000,1.0,190.5,79.8336,18.0,14.0,13.0,18.0,15.0,15.0,15.0,15.0,25.0,19.0,30.0,33.0,38.0,53.0,39.0,20.0,58.0,28.0,65.0,14.0,30.0,13.0,12.0,33.0,18.0,50.0,20.0,13.0,12.0,67.0,67.0,63.0,65.0,68.0,1,0,0
8903,D. Herner,34,35000,2.0,185.42,83.0088,32.0,27.0,67.0,48.0,50.0,34.0,32.0,41.0,48.0,50.0,34.0,34.0,33.0,64.0,44.0,54.0,35.0,34.0,85.0,43.0,72.0,68.0,29.0,31.0,40.0,48.0,65.0,64.0,63.0,14.0,12.0,8.0,13.0,12.0,1,0,1
8904,M. Hilßner,23,35000,3.0,182.88,79.8336,65.0,62.0,45.0,63.0,64.0,64.0,63.0,65.0,67.0,61.0,75.0,67.0,66.0,65.0,67.0,80.0,55.0,75.0,72.0,68.0,70.0,28.0,65.0,66.0,56.0,64.0,38.0,30.0,30.0,12.0,8.0,9.0,14.0,13.0,1,0,0
8905,Beto da Silva,21,385000,3.0,180.34,78.9264,58.0,67.0,45.0,59.0,63.0,76.0,64.0,33.0,40.0,70.0,70.0,74.0,74.0,59.0,74.0,67.0,56.0,43.0,49.0,59.0,29.0,17.0,55.0,57.0,65.0,56.0,59.0,21.0,20.0,8.0,10.0,8.0,8.0,11.0,1,0,0
8906,Bastos,26,105000,3.0,170.18,69.8544,59.0,48.0,59.0,57.0,44.0,63.0,50.0,39.0,48.0,65.0,72.0,72.0,73.0,65.0,81.0,49.0,67.0,75.0,66.0,41.0,68.0,66.0,51.0,56.0,44.0,58.0,64.0,61.0,63.0,10.0,13.0,10.0,10.0,14.0,1,1,0
8907,D. Jastrzembski,18,140000,3.0,175.26,77.112,63.0,65.0,60.0,66.0,55.0,69.0,46.0,43.0,60.0,64.0,79.0,83.0,69.0,58.0,72.0,57.0,73.0,60.0,60.0,58.0,34.0,13.0,60.0,54.0,63.0,55.0,42.0,40.0,22.0,5.0,9.0,8.0,15.0,7.0,1,1,0
8908,F. Farnolle,33,105000,1.0,195.57999999999998,103.8744,18.0,10.0,12.0,29.0,11.0,9.0,12.0,15.0,23.0,18.0,39.0,45.0,27.0,66.0,21.0,16.0,62.0,35.0,82.0,10.0,39.0,24.0,15.0,21.0,18.0,38.0,11.0,17.0,14.0,67.0,64.0,65.0,66.0,64.0,1,0,0
8909,M. Lorenz,29,105000,3.0,182.88,74.844,70.0,46.0,57.0,67.0,51.0,64.0,75.0,71.0,70.0,64.0,73.0,74.0,71.0,62.0,73.0,73.0,71.0,70.0,61.0,57.0,69.0,52.0,60.0,67.0,54.0,59.0,43.0,51.0,53.0,15.0,7.0,7.0,6.0,9.0,1,0,0
8910,K. Kallaste,29,70000,2.0,182.88,79.8336,58.0,32.0,59.0,63.0,48.0,60.0,45.0,36.0,57.0,63.0,75.0,85.0,70.0,60.0,66.0,40.0,78.0,77.0,72.0,35.0,65.0,64.0,44.0,58.0,46.0,60.0,57.0,64.0,65.0,14.0,6.0,8.0,12.0,7.0,1,0,0
8911,N. Opoku,20,175000,2.0,190.5,78.0192,39.0,29.0,66.0,51.0,37.0,44.0,30.0,27.0,46.0,49.0,63.0,68.0,57.0,65.0,50.0,62.0,65.0,63.0,67.0,31.0,67.0,67.0,35.0,39.0,41.0,58.0,64.0,68.0,64.0,5.0,8.0,10.0,7.0,9.0,1,0,0
8912,S. Ağçay,36,140000,3.0,175.26,72.1224,53.0,62.0,57.0,66.0,56.0,64.0,48.0,52.0,60.0,64.0,52.0,54.0,53.0,67.0,52.0,69.0,70.0,49.0,74.0,67.0,88.0,66.0,48.0,53.0,52.0,69.0,65.0,68.0,67.0,15.0,6.0,15.0,10.0,10.0,0,1,1
8913,M. Wassey,30,140000,3.0,187.96,78.9264,60.0,59.0,55.0,69.0,50.0,64.0,61.0,66.0,65.0,68.0,62.0,63.0,68.0,64.0,66.0,61.0,63.0,65.0,69.0,62.0,56.0,62.0,55.0,67.0,57.0,65.0,56.0,57.0,56.0,13.0,15.0,14.0,10.0,13.0,1,0,0
8914,P. Micin,19,140000,3.0,187.96,71.2152,61.0,67.0,55.0,62.0,58.0,71.0,60.0,57.0,55.0,72.0,66.0,68.0,61.0,59.0,53.0,60.0,55.0,53.0,64.0,69.0,41.0,31.0,59.0,65.0,60.0,60.0,35.0,31.0,29.0,13.0,9.0,11.0,5.0,9.0,0,1,1
